ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,Metadata_Series,Metadata_Slice,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Iba1_nuc
1,1,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,10207,28275,307,379,112,234,201.1288332,313.7743705,10207,-8.73E-11,17430629.58,107618886.2,1.02E-10,6300556.703,-25632593.24,20441725249,10776245.38,23174405.92,17597957019,86211070213,23.37818101,17843,0.819314587,113.9998072,-18,0.360990274,0.042774928,0.270743939,0.018709015,8.75E-05,0.000155651,1.12E-08,6.44E-06,1.43E-08,2079.803033,683.6803572,1707.713293,-617.2780154,-617.2780154,1055.770097,182.4194302,195.6041922,17.02938637,4.330909019,3.605551275,109.9390278,104.5891281,nan,nan,0.167308053,0.010224527,nan,0.060475949,-0.002435271,0.01922309,0.103435887,0.002201726,0.016548853,0.000802453,0.001322115,0.012938848,0.00042365,0.003734742,58.9187982,1731.646932,0.57204506,10207,909738,98514516,11995246098,814257,78874333,8956423443,1.12E+12,75733085,7778421793,9.09E+11,1.15E+14,201.1288332,313.7743705,0,1,2
1,2,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,6466,45920,854,622,574,458,684.6710486,540.8243118,6466,-2.91E-10,27680957.32,1183614679,1.46E-11,14909120.31,378072316.1,1.47E+11,10939692.42,87783136.69,73985039943,3.80E+12,30.09223011,21123,0.969145163,90.73459592,-2,0.140810105,0.03323117,0.923736651,0.668989547,0.186442184,0.156446561,0.026718216,0.114403213,0.000211918,5630.768878,342.1123067,4281.001751,-2305.771777,-2305.771777,1691.879434,300.1537973,304.1792235,14.31782106,3.22947304,2.828427125,94.42664908,73.98511274,nan,nan,0.662078836,0.352063573,nan,0.356599409,0.112456776,0.543625895,0.261657815,0.0261109,0.273676062,0.174984313,0.003433816,0.162563769,0.051356036,0.261603368,59.65588013,1563.687517,0.306111821,6466,715599,106877049,19138770903,535542,74178115,12530106301,2.41E+12,55295590,8677079321,1.57E+12,3.14E+14,684.6710486,540.8243118,0,2,4
1,3,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,3478,12750,580,611,455,509,528.7288672,557.4045428,3478,-3.21E-11,2980085.322,-44938206.73,-1.41E-11,1689399.484,-31475884.27,3222614973,1771741.808,-17679955.23,2277535995,-81810158528,10.36631593,7093,0.927631183,66.54567707,1,0.272784314,0.096466286,0.392827133,0.087998518,0.01708848,0.009844527,0.000125072,0.002824196,-2.57E-05,1198.992806,167.2599625,856.8387929,-485.738782,-485.738782,509.4139759,138.505902,144.0312466,15,4.332279736,3.16227766,67.46706514,51.7316093,nan,nan,0.24635963,-0.062992928,nan,0.139660374,-0.044121879,0.076598398,0.146467503,-0.024783191,0.054134797,-0.032972639,-0.002136964,0.043932078,-0.022492008,0.028929654,54.83916405,673.1036431,0.490342591,3478,256429,21886305,2008150897,168351,14101728,1277035724,1.21E+11,9920695,877310868,81650635684,7.85E+12,528.7288672,557.4045428,0,3,5
1,4,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,8520,31395,516,801,355,606,425.5138498,711.0284038,8520,-1.46E-11,8528764.366,18026725.32,-5.09E-11,3294097.648,98274712.55,12612122494,20759985.13,-39408506.51,26492372993,1.14E+11,27.53031125,22176,0.802157605,104.153737,-2,0.271380793,0.036323599,0.403479654,0.036628139,0.006017095,0.000272263,3.31E-07,5.18E-05,-1.09E-07,2534.122549,903.5241046,1001.028681,-386.6311794,-386.6311794,2436.617973,201.3602761,235.0319127,17.02938637,3.67905027,3,138.9637051,120.2347108,nan,nan,0.117491629,0.002690406,nan,0.045379246,0.014667051,0.02039245,0.285988025,-0.005881539,0.042835326,0.00199543,-0.030855925,0.042891168,-0.000943736,0.016776257,14.15428751,1716.841846,0.384199134,8520,600778,50891934,4809404932,894842,66392852,5907932318,5.88E+11,114743812,8743567050,8.04E+11,8.28E+13,425.5138498,711.0284038,0,4,6
1,5,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,4177,12064,989,777,873,673,926.4816854,731.3720373,4177,1.18E-11,2930672.849,27074390.03,2.08E-11,1264007.461,36580213.76,1932325108,2380217.854,14532237.31,1743023117,48637883181,8.943000686,6830,0.809415909,72.92682345,-2,0.346236737,0.111819291,0.30439563,0.021989671,0.012028094,0.001805473,8.32E-06,0.000254256,-1.24E-06,945.4321566,326.02839,701.6214625,-302.6113145,-302.6113145,569.839084,122.9915221,126.8227109,17.69180601,4.799194481,3.605551275,76.39671161,72.22502502,nan,nan,0.167972579,0.024010295,nan,0.072447047,0.032440314,0.026514703,0.136423051,0.012887578,0.023917166,0.010326401,-0.011368525,0.023279959,0.006114676,0.006992469,51.14197916,685.139177,0.611566618,4177,223393,14878107,1136255275,243820,14303912,1040248130,84973261172,16612488,1050561476,80854264746,6.87E+12,926.4816854,731.3720373,0,5,7
1,6,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,8021,37810,764,794,574,595,671.3439721,724.7370652,8021,2.91E-11,12070355.98,-29565295.55,-1.16E-10,2483831.437,201752336.8,6904355273,13637562.47,3980914.045,17034211711,2.73E+11,28.40114651,24097,0.580489686,101.0576785,-5,0.212139646,0.035209846,0.399585648,0.006555363,0.03454301,0.002104555,1.70E-05,8.16E-05,-5.81E-06,1927.249152,1277.827329,1504.844281,-309.6660562,-309.6660562,1700.232199,175.6017837,213.1783291,19,4.078931077,3,165.0986357,142.986843,nan,nan,0.187613051,-0.005131105,nan,0.038606914,0.035014448,0.013379429,0.211972597,0.000690894,0.033009313,0.005898472,-0.080674494,0.022431384,0.006899395,0.005526959,36.24523531,1691.948448,0.332863012,8021,780796,88076140,10894068808,1040621,103782013,12112064291,1.55E+12,148644677,15118134203,1.81E+12,2.37E+14,671.3439721,724.7370652,0,6,8
1,7,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,5740,29097,310,915,151,732,238.0554007,806.3743902,5740,0,8060970.383,-92682335.11,8.73E-11,3994534.944,-20154143.3,10289821411,7361486.435,-5225725.876,5948061704,3682278636,20.45472069,16917,0.827168685,85.48915128,-4,0.197271196,0.04888847,0.468090447,0.059246327,0.00909533,0.004896239,-1.69E-05,-0.001140848,2.80E-05,2041.993897,644.8452694,1404.350241,-695.9120111,-695.9120111,1282.488926,180.7537064,183.8477631,16.15549442,3.786620763,3,112.2305021,101.575215,nan,nan,0.244660321,-0.037129341,nan,0.121239026,-0.008073923,0.054409177,0.223430126,-0.002093471,0.031451386,0.000256995,0.066020538,0.033742312,0.001137927,0.01034414,47.50188927,1214.668181,0.339303659,5740,499698,51562380,5799603330,426909,41159269,4510258109,5.27E+11,39112583,3993918061,4.47E+11,5.26E+13,238.0554007,806.3743902,0,7,9
1,8,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,10331,44505,451,1025,244,810,344.0658213,918.5845514,10331,-8.73E-11,23466227.24,58008251.28,-1.89E-10,-11500251.49,2733576.357,-47810465405,19218604.89,53355634.89,52312655207,-2.53E+11,32.6108789,28910,0.841411911,114.6901815,-6,0.232131221,0.030664614,0.399934486,0.048025271,0.000797274,0.000761497,4.12E-07,9.14E-05,4.27E-07,3197.863812,933.8593643,2271.438122,1113.178927,1113.178927,1860.285054,226.1986317,255.988281,17.88854382,4.092339077,3,149.1989621,122.2364505,nan,nan,0.21986624,0.005347292,nan,-0.107751324,0.000251985,-0.04336066,0.180068246,0.004918406,0.047443823,-0.002257551,-0.025866678,-0.050788388,-0.007955024,-0.020817263,-50.23161146,2057.583007,0.357350398,10331,1033780,126912272,17453923588,1121787,100752286,11481881470,1.50E+12,141027343,11667873242,1.25E+12,1.57E+14,344.0658213,918.5845514,0,8,10
1,9,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,6276,30096,580,1075,436,866,531.4953792,976.4265456,6276,-2.91E-11,4436430.866,-130184147,-9.09E-11,-1054693.13,68723824.25,-4232524744,12404071.14,138422345.6,7715600416,-33845400064,23.89309402,17491,0.810677793,89.39156215,0,0.208532695,0.041853098,0.427552218,0.043787262,0.045520681,0.001178887,6.44E-06,0.000245332,-5.75E-06,1998.298101,685.0196178,706.8882833,168.0518053,168.0518053,1976.429436,178.8093108,208.1177551,19.23538406,4.176153471,3,141.6764919,104.6915177,nan,nan,0.11263357,-0.041720621,nan,-0.026776897,0.022024192,-0.017121851,0.314918648,0.044360749,0.031211951,-0.001728261,-0.056257463,-0.012949795,0.002654944,-0.002626652,-7.414264844,1372.722005,0.358813104,6276,599329,61669581,6606293173,693037,65127138,6677245980,7.16E+11,88933753,8398252576,8.70E+11,9.44E+13,531.4953792,976.4265456,0,9,11
1,10,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,8706,57018,907,1104,649,883,742.7895704,983.1711463,8706,8.73E-11,25293102.49,1498046645,-1.78E-10,-1952377.46,-509104414.8,-39761611145,18629316.99,-413112973.3,37569761957,-3.16E+11,42.40752495,34104,0.546896499,105.2844883,-3,0.152688625,0.023580721,0.579493981,0.010383857,0.217163253,0.024344463,0.001768634,0.002447736,7.16E-05,2966.113286,2078.961316,2905.24954,224.2565426,224.2565426,2139.825062,217.8481411,271.0129148,17,3.304270761,2.828427125,197.9667311,182.382513,nan,nan,0.333706586,0.211825714,nan,-0.025758849,-0.071988016,-0.060257067,0.245787395,-0.058414703,0.05693541,-0.005124616,0.043535862,-0.00688158,-0.007066337,-0.002447183,-74.81556353,2153.95054,0.255277973,8706,816532,101875288,15797344576,872090,79840569,9329634681,1.35E+12,105987572,9136272097,9.71E+11,1.26E+14,742.7895704,983.1711463,0,10,12
1,11,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,9590,48410,576,1277,341,1071,429.3295099,1164.644108,9590,2.62E-10,22336008.75,739031570.5,-7.82E-11,-2751653.383,97808667.53,-13721936766,14030088.34,-293531253.7,21379520412,-6.67E+11,43.46313649,28820,0.655834999,110.5005305,-5,0.198099566,0.023008004,0.395420772,0.01173719,0.032972731,0.002780989,1.61E-05,8.26E-05,2.12E-05,2415.52482,1376.560382,2329.093717,286.9294455,286.9294455,1462.991485,196.5919559,235.2275494,19.31320792,3.606591728,2.828427125,183.4580253,148.4081066,nan,nan,0.242866915,0.082057158,nan,-0.02991965,0.010860025,-0.015558209,0.152553857,-0.032591761,0.024240531,-0.00772177,0.007420123,-0.009646381,0.00613077,-0.004173395,-73.23624253,2288.625684,0.332755031,9590,847080,97158170,13266822522,898047,76572398,8709994486,1.19E+12,98126899,7858617388,8.58E+11,1.14E+14,429.3295099,1164.644108,0,11,13
1,12,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,2840,9153,1644,1190,1531,1109,1583.176056,1154.060211,2840,8.85E-12,2368105.972,36005110.31,4.11E-12,-590172.1056,-24830884.88,-1138480884,781524.7039,1886551.831,939308152.3,22059197518,7.977112391,6071,0.878284332,60.13318807,-1,0.310280782,0.125358645,0.39050172,0.06011096,0.035131747,0.011071413,0.000186378,0.002361757,-0.000113755,902.6614621,206.3634237,833.8401309,207.8070794,207.8070794,275.1847549,120.1772998,116.7647207,15.29705854,4.188954299,3.383914468,63.97816865,57.46141992,nan,nan,0.29360568,0.0837661,nan,-0.073171507,-0.057769199,-0.04970164,0.09689604,0.004389074,0.041006535,0.018070723,0.000322888,-0.02077124,-0.013200674,-0.01450508,-71.67621605,533.5645379,0.467797727,2840,148180,10099554,810076870,127971,6086850,368671446,26657072172,6547925,290344896,15982213852,1.05E+12,1583.176056,1154.060211,0,12,14
1,13,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,2589,9720,180,1256,60,1175,103.7134029,1223.187331,2589,1.48E-11,2084287.345,32865713.33,1.63E-11,269844.9996,28079878.11,1131649208,749716.1445,8803277.867,743050099.4,28896670306,7.623090107,5855,0.820796017,57.41443356,1,0.266358025,0.131180399,0.422801267,0.046124745,0.066946551,0.020007362,0.000729474,0.003362732,6.35E-05,825.3317618,269.3007177,805.0549807,-104.2275008,-104.2275008,289.5774988,114.9143515,120.5072612,13.89244399,4.356639059,3.16227766,78.59741445,65.64153779,nan,nan,0.310952098,0.096363582,nan,0.040257822,0.082331323,0.065210221,0.111849169,0.025811562,0.042817563,0.03272545,-0.01105302,0.007520453,0.016869922,0.016766,78.99099144,498.0081887,0.442186166,2589,113174,7031508,522459440,124757,5723398,390501168,31536885592,6761423,330374306,24252420172,2.07E+12,103.7134029,1223.187331,0,13,15
1,14,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,4511,22428,1162,1311,1036,1133,1089.771891,1229.606739,4511,-3.52E-11,3324734.276,45341252.64,-7.22E-12,2403014.335,14407186.07,4581235999,7609200.355,-55006761.02,4867663519,9736665432,19.03505486,13444,0.860949076,75.78643405,-1,0.201132513,0.052534653,0.537317294,0.100110819,0.039417395,0.006979356,9.33E-05,0.001726502,6.85E-05,1925.565982,498.2723312,737.0282145,-532.7010274,-532.7010274,1686.810099,175.5250857,177.1016657,15.62049935,3.516117065,2.828427125,101.1444709,89.28805799,nan,nan,0.163384663,0.033175039,nan,0.118089343,0.010541371,0.049907312,0.373932631,-0.040247046,0.053027612,0.001579266,-0.093784043,0.052187871,-0.004483212,0.021336485,24.14185835,1038.76764,0.335540018,4511,242565,16367913,1283029383,435793,25836428,1854087136,1.52E+11,49709741,3082274768,2.26E+11,1.88E+13,1089.771891,1229.606739,0,14,16
1,15,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,13394,70864,717,1586,511,1242,593.3554577,1396.143497,13394,0,24042986.67,377636725.6,2.04E-10,-27918693.19,-199823578.3,-1.18E+11,75003904.2,-520842496.5,1.94E+11,7.28E+11,62.44650725,38563,0.930442937,130.5900856,-5,0.189009935,0.016013706,0.552103192,0.177566915,0.026204848,0.008824761,0.000123869,0.002882022,-5.16E-05,6519.463109,875.4070462,1795.056493,2084.417888,2084.417888,5599.813663,322.9727694,354.6632205,21.9317122,3.729545149,2.828427125,139.841351,118.3491138,nan,nan,0.134019448,0.018188567,nan,-0.155623256,-0.009624341,-0.049209747,0.418083744,-0.025085957,0.0806871,0.002619331,0.103310982,-0.160617149,0.016389272,-0.046274653,-23.80717035,3242.008548,0.347327749,13394,1103069,114886739,13799329037,2064598,142112220,12910706630,1.39E+12,393248260,23258327928,1.87E+12,1.81E+14,593.3554577,1396.143497,0,15,17
1,16,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,13799,76045,915,1618,688,1283,808.7191825,1442.014131,13799,1.16E-10,22517738.83,-271074965.4,-2.04E-10,13180099.76,92754059.15,60737148856,83851774.24,1483748281,1.27E+11,3.67E+12,58.66265555,48583,0.878182968,132.5497359,-8,0.181458347,0.01704662,0.558627025,0.122920773,0.051940898,0.013429846,0.000341289,0.003969789,-9.66E-05,6273.215922,1435.278394,1631.838454,-955.1489064,-955.1489064,6076.655862,316.8145432,337.6758801,19.31320792,3.458739745,2.828427125,200.1063891,151.5402729,nan,nan,0.118257733,-0.0121191,nan,0.069218705,0.004146808,0.02311594,0.440369292,0.066334765,0.048478124,0.011895522,0.098276374,0.069407148,0.015402116,0.01504581,11.62855572,3189.404471,0.284029393,13799,1665804,223612236,32159857422,2194236,278066476,38832441288,5.78E+12,432766306,57918587208,8.40E+12,1.29E+15,808.7191825,1442.014131,0,16,18
1,17,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,6297,21190,1145,1570,982,1440,1058.112117,1503.232809,6297,-2.91E-11,7801278.845,45155421.97,1.27E-10,1973758.637,161134667.2,6529984940,6392016.702,39097071.13,10682862289,2.60E+11,15.26816111,15331,0.675260703,89.54099292,0,0.297168476,0.065495772,0.357944637,0.011174037,0.022466219,0.003933695,-3.47E-06,0.00021353,3.68E-05,1459.808178,794.1691995,1238.888176,-313.4442809,-313.4442809,1015.089201,152.8297447,183.5347379,17,4.471449813,3.605551275,123.009888,112.7240311,nan,nan,0.196742604,0.014350785,nan,0.049776764,0.051209997,0.026152373,0.161202033,0.012425389,0.042784509,0.013137473,0.005506241,0.020172699,0.015729678,0.011496641,54.82327247,1099.170706,0.410736416,6297,479278,44280142,4602954460,398177,32279853,3261546337,3.69E+11,31569867,2691559085,2.89E+11,3.44E+13,1058.112117,1503.232809,0,17,19
1,18,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,4205,14878,1452,1647,1366,1474,1401.097027,1576.142212,4205,1.99E-12,1214184.413,8400778.877,1.07E-10,-834617.0224,6347081.551,-329164041.1,6741758.957,-8935039.714,1863985375,-6237650708,15.78360763,10388,0.917110268,73.17084314,0,0.282632074,0.063356871,0.449945262,0.106636799,0.015980657,0.010097853,0.000124855,0.003147712,2.94E-05,1632.587394,259.4324327,288.7477795,198.4820505,198.4820505,1603.272047,161.6211567,174.183811,17.4642492,4.000067766,3,84.4454985,64.42762546,nan,nan,0.068667724,0.007326635,nan,-0.047201439,0.005535528,-0.00442705,0.381277538,-0.007792584,0.025069432,-0.001293719,-0.106022521,-0.044896899,0.000324775,-0.004274641,-8.401714143,913.2529214,0.404793993,4205,147583,6393909,318036505,429508,14239837,600849935,29739831979,50612656,1596919475,65577735441,3.21E+12,1401.097027,1576.142212,0,18,20
1,19,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,2599,12375,1286,1684,1211,1519,1259.268565,1619.338592,2599,1.01E-11,651094.5417,-6730707.635,-4.51E-11,-686615.3371,-12240780.26,-118983133.5,3961946.039,32926968.2,988415763.3,10027951288,13.12910075,7704,0.935151728,57.52520819,0,0.210020202,0.076166679,0.682927681,0.281574624,0.158432048,0.162806929,0.024905307,0.086382959,-0.007963642,1577.026076,197.9029666,250.5173304,264.1844313,264.1844313,1524.411712,158.8471505,165.4690303,14.76482306,3.602168859,2.828427125,72.24590164,56.2711957,nan,nan,0.096389892,-0.019545421,nan,-0.101648492,-0.035546218,-0.006777454,0.586537788,0.095617205,0.056301611,0.011204442,-0.36071129,-0.198504065,-0.057540698,-0.023709192,-11.26352092,654.8254685,0.337357217,2599,125450,6706386,379831718,260780,11900861,594384673,31421120681,30128244,1349386035,65158515827,3.31E+12,1259.268565,1619.338592,0,19,21
1,20,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,6999,30340,534,1736,370,1551,451.9601372,1644.085727,6999,1.16E-10,8485505.878,57876970.47,6.55E-11,3345570.918,131428309,9563718747,10935118.56,101410255.5,10552200158,3.56E+11,27.76504798,19392,0.73269108,94.40023079,-1,0.230685564,0.036016505,0.396452538,0.021158269,0.022573708,0.001599369,-8.67E-06,-0.00017109,-4.15E-06,1896.418809,878.3525072,1212.388324,-478.0069892,-478.0069892,1562.382992,174.1915639,184.9675647,20.24845673,3.940382148,2.828427125,132.3719471,118.5480498,nan,nan,0.173223078,0.014122637,nan,0.068296469,0.032069998,0.027894515,0.22322946,0.024745253,0.03077762,0.012428035,-0.041485759,0.032226402,0.012492742,0.011551315,34.94621496,1562.687517,0.36092203,6999,573639,55501037,5997696027,651507,56743174,5846189564,6.68E+11,71581121,6591058550,7.08E+11,8.33E+13,451.9601372,1644.085727,0,20,22
1,21,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,15297,52577,237,1850,34,1591,116.3986403,1718.693208,15297,1.16E-10,31850471.09,606188351.1,7.57E-10,-12714590.18,-392790702.7,-86182012944,42246307.22,-435309121.4,1.19E+11,1.42E+12,39.95715007,34656,0.735496542,139.5591105,-18,0.29094471,0.02502681,0.316655322,0.013783479,0.006118628,0.000188954,-1.92E-07,2.12E-05,-6.51E-08,3319.895554,1523.980913,2082.138399,831.1819429,831.1819429,2761.738068,230.4741393,282.0726857,22.02271555,4.659119446,3.16227766,179.9043276,156.1527925,nan,nan,0.136114166,0.020945557,nan,-0.054336271,-0.013572053,-0.024076748,0.180541156,-0.015041187,0.033272201,0.003210649,0.001158655,-0.020501411,-0.002371386,-0.009323781,-33.88225431,2771.438959,0.441395429,15297,1260452,135710002,17037379004,1953323,148236569,14841124901,1.73E+12,291672387,20350965355,1.91E+12,2.10E+14,116.3986403,1718.693208,0,21,23
1,22,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,6483,25872,816,1833,640,1686,715.6089773,1763.737621,6483,-1.46E-11,12317543.76,166129359.3,9.46E-11,-2958290.13,-172342755,-10059983499,7029242.694,125607345.2,18577079546,8.07E+11,20.1843369,18753,0.762713843,90.85379446,0,0.250579777,0.049543366,0.460316767,0.035648704,0.016682502,0.015630489,0.000236572,0.002101241,-8.80E-05,2104.140021,880.0935826,1899.9759,456.3149976,456.3149976,1084.257704,183.4836242,184.4017353,22.02271555,4.390379244,3,125.8774636,118.665485,nan,nan,0.293070477,0.049091504,nan,-0.070386395,-0.050927573,-0.036920639,0.167246291,0.037117181,0.068178804,0.036781092,-0.039618281,-0.047478784,-0.035279718,-0.030514591,-65.89533816,1282.331132,0.345704687,6483,490173,49379023,5762260563,503973,35146593,3218918461,3.48E+11,46206905,3159323301,2.80E+11,2.95E+13,715.6089773,1763.737621,0,22,24
1,23,file:///J:/Ellen/adult_mg_morphology_analysis/mg_tiff_processed/WT_MD/14-1-2_20x_6x2tile_2umstep_slice1-Airy-Only.tif,0,14-1-2,0,slice1,4797,25872,330,1994,162,1840,250.7756931,1903.475089,4797,5.82E-11,7648276.646,-153189857.1,1.53E-10,3510714.195,21921747.86,10328986813,5396152.273,81624575.26,8391266726,44937508755,21.06240444,15493,0.849867307,78.15196796,0,0.185412801,0.04747796,0.566872819,0.102683484,0.0626736,0.007215818,-0.000153374,-0.002287491,-4.88E-06,2128.226122,591.0627915,1594.38746,-731.8562008,-731.8562008,1124.901454,184.5308049,176.8191166,18.68154169,3.829124038,2.828427125,107.81071,97.24713191,nan,nan,0.332371787,-0.096118219,nan,0.152565395,0.013754692,0.093572572,0.234501033,0.051214936,0.076018338,0.005877802,0.058352955,0.080317643,0.019900766,0.036937002,53.8918262,1126.792027,0.309623701,4797,425857,45454027,5239985017,304490,30542025,3530452311,4.32E+11,24723682,2722172371,3.30E+11,4.17E+13,250.7756931,1903.475089,0,23,25
