ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Mouse,Group,Metadata_Series,Metadata_Slice,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,Children_FilteredNuclei_Count,Children_Microglia_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,ObjectSkeleton_NumberBranchEnds_MorphologicalSkeleton,ObjectSkeleton_NumberNonTrunkBranches_MorphologicalSkeleton,ObjectSkeleton_NumberTrunks_MorphologicalSkeleton,ObjectSkeleton_TotalObjectSkeletonLength_MorphologicalSkeleton
1,1,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1215,1924,299,112,247,75,274.5160494,95.29547325,1215,-1.80E-12,193773.437,-619029.9622,3.47E-12,-17020.26173,562335.1195,-4530634.789,91730.9251,171968.637,10356625.21,5239143.505,1.539140039,1371,0.739816624,39.3317435,1,0.631496881,0.64971346,0.193401658,0.005309847,0.002014782,9.68E-05,3.92E-08,5.59E-06,-1.70E-08,161.7592389,73.22377522,159.4843103,14.00844587,14.00844587,75.49870379,50.87384222,51.03920062,13.92838828,5.318814659,5,35.295473,34.22835672,nan,nan,0.131262807,-0.012030148,nan,-0.011529585,0.010928348,-0.002525982,0.062138851,0.003342016,0.005774168,8.38E-05,-0.006308515,-0.001307167,0.000690243,-0.000163139,-80.77586753,153.2964646,0.886214442,1215,33432,1113690,40689078,24659,661498,22228540,829033378,592197,15776022,532814552,20052991986,1,1,274.5160494,95.29547325,0,1,7,3,4,110.4680385
1,2,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1163,1786,92,172,54,125,71.65004299,147.2914875,1163,-2.49E-12,89990.5675,129527.3344,3.50E-12,-19777.36457,17604.8996,-2671582.502,140180.1857,-176446.6705,6232419.476,-8275133.68,1.213926865,1218,0.659245377,38.48087305,1,0.651175812,0.823772856,0.170173021,0.002232141,0.000204273,5.11E-06,1.63E-10,2.33E-07,-2.23E-11,126.4288926,71.4823311,77.37796002,17.00547255,17.00547255,120.5332637,44.97624131,46.69047012,16.40121947,6.063289472,5.385164807,33.04079702,33.81888966,nan,nan,0.06653307,0.002808097,nan,-0.014622074,0.000381667,-0.001698359,0.103639952,-0.003825288,0.003962028,-0.000154257,0.001635894,-0.003080029,0.000208344,-0.000227603,-19.12092471,133.1959595,0.954844007,1163,20527,452293,11289193,25925,437800,9401746,231430132,718087,11616086,238082036,5635724822,1,1,71.65004299,147.2914875,0,2,7,0,7,44.04163116
1,3,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1119,1870,459,254,425,199,441.8132261,225.8865058,1119,-1.37E-12,63203.96425,-25627.15544,1.07E-12,48597.27971,-67679.87943,6642327.913,231928.5862,-225475.0822,10978370.78,-18018071.52,1.663710889,1331,0.891632104,37.7459276,1,0.598395722,0.60106597,0.235698565,0.024181776,0.000356348,5.41E-05,-2.38E-09,-6.36E-06,7.12E-09,218.8783428,44.86835113,56.48254178,-43.42920439,-43.42920439,207.2641521,59.1781504,54.23098745,12.04159458,4.798171212,4.472135955,27.97704295,26.79353687,nan,nan,0.050475909,-0.000611822,nan,0.038810728,-0.001615788,0.004740564,0.185222656,-0.005382987,0.007835156,-0.000384417,0.005873912,0.009051274,-0.000323163,0.000962743,14.97214125,152.9533188,0.840721262,1119,18814,379528,8480788,30086,554440,11770656,272460436,1040836,19887558,427547906,9967222398,1,1,441.8132261,225.8865058,0,3,16,11,5,431.8894005
1,4,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1265,1806,115,432,73,389,94.25296443,411.1359684,1265,1.48E-12,119155.0514,-45636.44497,6.25E-13,25552.49012,298299.9323,4931552.054,151954.6134,180166.311,10353590.33,41090673.94,1.230905849,1320,0.60497579,40.13287959,1,0.700442968,0.812409821,0.169419716,0.001440036,0.000563236,5.76E-06,-2.71E-10,-1.74E-07,-1.85E-10,131.1599617,83.15597886,94.19371651,-20.19959693,-20.19959693,120.1222241,45.81003588,46.87216658,16.2788206,6.264091215,5.830951895,36.3027344,36.47596005,nan,nan,0.074461436,-0.000801836,nan,0.015968061,0.005241153,0.002436195,0.09495828,0.003165536,0.005114691,0.000570724,-0.005658272,0.003005573,0.00053895,0.000395369,28.65367306,139.882251,0.958333333,1265,26885,690541,19695203,28002,620678,16670226,494548514,771806,17714590,486305222,14648032438,1,1,94.25296443,411.1359684,0,4,11,12,7,358.2914205
1,5,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1452,2279,675,500,632,447,652.6838843,475.6453168,1452,1.78E-12,136417.9029,74850.39108,1.30E-11,-7307.799587,467065.3808,-686268.1087,231258.3382,-168626.7731,13624018.68,-6944476.74,1.3483671,1544,0.64338577,42.99702105,1,0.637121545,0.741637793,0.174394319,0.002071639,0.000903493,3.64E-05,6.23E-09,1.42E-06,-2.21E-09,159.6543571,93.56619458,93.95172376,5.032919826,5.032919826,159.2688279,50.54176208,52.61178575,18.35755975,6.560808889,5.830951895,39.21224299,38.69184815,nan,nan,0.064705044,0.000931703,nan,-0.003466198,0.005813814,-0.000224179,0.109689275,-0.002098988,0.004450465,-5.95E-05,-0.011734566,-0.000576559,0.000599043,-7.61E-05,-4.380387903,156.8528137,0.940414508,1452,30033,757617,21388617,41593,852997,21866937,631600285,1422703,28839729,736690841,21302697621,1,1,652.6838843,475.6453168,0,5,14,11,5,324.8061366
1,6,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1124,1850,80,874,43,824,60.01868327,850.0507117,1124,-7.50E-13,77884.60765,104249.5743,1.53E-12,44101.93505,244277.3788,6555611.057,170736.1094,122182.0644,9470760.981,38888769.87,1.366978465,1228,0.824600547,37.83016321,1,0.607567568,0.73154042,0.196790755,0.010275753,0.000827933,5.39E-05,-6.97E-09,-4.00E-06,8.99E-09,167.5660015,53.62680728,69.29235556,-39.23659702,-39.23659702,151.9004532,51.77891486,49.81967483,13,5.427033868,5,30.06086865,29.29213062,nan,nan,0.061648003,0.002461266,nan,0.034908004,0.005767233,0.004616515,0.135142752,0.00288464,0.006669387,0.00081685,-0.010797838,0.008107721,0.000714092,0.000878338,21.76477958,138.9533188,0.915309446,1124,19129,403435,9621169,29281,542426,12255160,307986218,933527,18307356,427805090,10987402692,1,1,60.01868327,850.0507117,0,6,11,5,6,226.9949536
1,7,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1098,1763,1174,878,1133,835,1154.149362,857.2140255,1098,2.64E-12,115773.5046,-149372.311,2.73E-12,-64918.10018,85961.93157,-13205866.88,118064.704,53943.30882,12756429.47,-13896028.13,1.331425972,1159,0.845041936,37.39006579,1,0.622802042,0.751074428,0.193959383,0.011601589,0.000169288,9.00E-06,-3.39E-10,-9.38E-07,9.17E-11,165.6168596,47.35054351,105.4403502,59.12395281,59.12395281,107.5270528,51.47688562,50.24937811,13,5.506578051,5,27.40500835,27.52469248,nan,nan,0.096029463,-0.003739076,nan,-0.053846952,0.002151792,-0.009976079,0.097929921,0.001350305,0.009636562,-0.000316798,-0.003965966,-0.010405205,-7.06E-05,-0.001677195,-44.49450756,135.5391052,0.947368421,1098,23222,606904,17583332,24391,450936,10821790,295732110,659887,11125948,249154390,6446833498,1,1,1154.149362,857.2140255,0,7,11,8,5,238.0660205
1,8,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,2039,3483,219,884,138,841,176.9239823,862.5164296,2039,-1.11E-11,1016095.217,180281.4249,-3.95E-12,170467.0466,-359835.7438,132852300.9,162663.1996,-227400.8515,87717197.08,-347490084,1.86414501,2500,0.936044624,50.95228583,1,0.585414872,0.536438954,0.283524345,0.048862204,5.22E-05,4.44E-06,-3.37E-11,-7.99E-07,5.85E-11,514.4114728,63.69466589,498.3301703,-83.60325973,-83.60325973,79.77596842,90.72256371,80.89499366,15.62049935,5.972417024,5.656854249,33.80190669,31.92357521,nan,nan,0.244399299,0.000960302,nan,0.041002089,-0.001916731,0.015671747,0.039125046,-0.001211292,0.010347444,-0.000907783,-0.000174673,0.004483325,-0.000374742,0.001544921,79.11199293,218.5512986,0.8156,2039,79366,4105336,239077252,43872,1878140,101242850,6009734246,1106632,50182808,2772638006,1.66388E+11,1,1,176.9239823,862.5164296,0,8,35,32,7,902.5777894
1,9,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1264,1760,779,1200,735,1160,756.0640823,1179.887658,1264,-1.16E-12,160289.8093,105885.4588,-3.02E-12,55045.09968,-33949.00645,12841853.69,121940.0475,-82943.49026,13647109.95,-15097050.07,1.202870163,1319,0.764613846,40.11701365,1,0.718181818,0.831344921,0.176648034,0.005324133,4.02E-05,1.80E-06,-1.36E-11,-1.06E-07,6.99E-12,157.7564865,65.52662807,126.811558,-43.54833836,-43.54833836,96.47155654,50.24045963,50.44799302,15.5241747,6.250393078,5.830951895,32.0840789,32.37940779,nan,nan,0.1003256,0.001864098,nan,0.034452799,-0.000597667,0.006358966,0.076322434,-0.001460208,0.006757709,-0.00021027,-0.000679817,0.005681268,-8.19E-05,0.000913433,54.60285406,138.2253967,0.958301744,1264,26625,721121,22048353,25138,584554,16626408,522456448,621876,15205740,440360730,13936875186,1,1,756.0640823,1179.887658,0,9,15,15,5,445.8894007
1,10,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1883,2860,236,1235,192,1170,212.3648433,1199.191715,1883,2.67E-12,183180.3526,100189.1606,-8.34E-12,-14204.70844,-762028.5516,-4082989.058,483283.7908,130329.4007,31970496.58,7414120.777,1.355529404,2031,0.789226774,48.96437545,1,0.658391608,0.73771915,0.187964636,0.007227952,0.000811289,7.64E-05,1.71E-08,5.88E-06,-8.28E-09,257.0125536,96.92485657,97.28112195,7.543658228,7.543658228,256.6562882,64.1264443,64.12487817,19.41648784,7.125665902,6.403124237,42.73478697,39.38016893,nan,nan,0.051662837,0.000651171,nan,-0.004006191,-0.004952739,-0.000611543,0.136301799,0.000847065,0.004788488,2.56E-05,0.013562138,-0.000181807,-0.000407072,-3.71E-05,-2.703906564,179.0954544,0.927129493,1883,38347,964111,27195037,54968,1105210,26803472,725557792,2087894,41820644,981014974,25390663394,1,1,212.3648433,1199.191715,0,10,25,17,10,555.8010896
1,11,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1375,1716,1629,1276,1590,1232,1608.355636,1252.851636,1375,-8.81E-13,142507.0938,115211.0387,-5.29E-12,-38314.45018,19159.69547,-7275773.112,175047.7338,-206168.0456,15693695.28,-33648322.64,1.213644918,1441,0.644532183,41.84141936,1,0.801282051,0.82396423,0.167962884,0.001938999,0.000110366,5.71E-06,1.39E-10,2.51E-07,3.38E-11,145.747907,85.20105855,103.6415228,27.86505468,27.86505468,127.3074428,48.29043914,51.4003891,18.43908891,6.672323084,6,37.6,36.92176779,nan,nan,0.075375653,0.001643378,nan,-0.020265494,0.000273295,-0.002798795,0.092587231,-0.002940794,0.006036944,-0.000349063,0.001733007,-0.004626344,0.000327755,-0.000588757,-33.49569161,144.8111832,0.954198473,1375,25239,605785,16466397,28671,487960,11244196,298402822,772885,12382790,272633794,6989692136,1,1,1608.355636,1252.851636,0,11,4,1,3,123.4264088
1,12,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1512,2451,1033,1279,976,1236,1002.759259,1255.69709,1512,-9.59E-13,317572.3704,1119498.919,-2.27E-12,10838.74074,-961475.9396,7409017.493,142319.2672,-669719.2285,25089341.57,-128037008.4,1.613571031,1766,0.744910237,43.87639675,1,0.616891065,0.619743402,0.201164772,0.005966485,0.002511597,8.31E-05,-2.10E-08,-3.18E-06,-3.17E-08,210.4762969,93.68483909,210.0346365,-7.168479326,-7.168479326,94.12649947,58.03120497,57.48912941,14.86606875,5.653488098,5.099019514,40.87077195,38.71637154,nan,nan,0.138911797,0.012593435,nan,0.004741058,-0.010815807,0.00214341,0.062252976,-0.007533786,0.007258283,-0.000952586,0.003230625,0.000308986,-0.00106902,0.000263735,86.47438068,175.0954544,0.85617214,1512,40460,1400252,55585208,29782,807783,27199487,1048374207,728938,19263105,619394025,22908562845,1,1,1002.759259,1255.69709,0,12,13,11,8,422.2619836
1,13,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,811,1280,1765,1371,1733,1331,1750.61529,1352.352651,811,-6.36E-13,49367.97041,-131640.733,2.22E-12,-28090.97287,47067.23542,-3547224.144,78537.1418,132354.4655,4355544.262,3019713.495,1.338869128,871,0.813717501,32.13405158,1,0.63359375,0.74689899,0.194467125,0.009263246,0.001178392,9.00E-05,1.70E-08,4.05E-06,-2.39E-08,117.8840742,39.82876457,60.87295981,34.63745114,34.63745114,96.83987892,43.42977304,42.20189569,12.08304597,4.736921676,4.242640687,25.82202989,25.24401381,nan,nan,0.075059137,-0.007028104,nan,-0.042709558,0.00251285,-0.006650068,0.119407989,0.007066209,0.008165445,0.000198789,-0.011997157,-0.009842409,-0.000843649,-0.001217825,-31.28102908,116.8111832,0.931113662,811,14286,301020,6910176,17317,276953,5484981,120340907,448301,6829673,130380425,2774282963,1,1,1750.61529,1352.352651,0,13,6,3,3,46.38477677
1,14,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,867,1326,257,1378,218,1344,237.372549,1360.765859,867,2.59E-13,76368.66667,-30127.04575,-2.03E-13,33350.62745,-34379.29796,5719717.635,61989.46943,-7257.344008,5154750.839,-1938513.544,1.202650711,894,0.812751131,33.22497081,1,0.653846154,0.831496619,0.184063005,0.008239857,3.13E-05,3.25E-06,2.98E-11,2.36E-07,-1.37E-11,119.1416933,40.44093197,88.08381392,-38.46669833,-38.46669833,71.49881134,43.66081874,42.43819035,12.72792206,5.196415413,5,25.45584412,25.43727406,nan,nan,0.101596094,-0.001361159,nan,0.044367587,-0.001553278,0.008776418,0.08246691,-0.000327891,0.007909525,-0.000101019,0.000922268,0.007225619,-9.08E-05,0.001196649,51.08271342,114.4680374,0.969798658,867,16796,401750,10711706,14536,314950,7993478,220861666,305698,7033196,183243468,5135037380,1,1,237.372549,1360.765859,0,14,13,9,4,225.8233799
1,15,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,863,1248,1141,1395,1102,1363,1119.705678,1378.911935,863,4.83E-13,82535.24218,109261.8482,-3.73E-13,12706.63152,-104448.2737,2279796.92,48031.30707,-102740.3372,3744302.23,-14347552.38,1.235228098,923,0.703000303,33.14823867,1,0.69150641,0.809567076,0.175311471,0.003310652,0.000582334,1.88E-05,-1.49E-09,-9.50E-07,1.27E-09,100.4746626,50.81913721,95.63759233,-14.72379087,-14.72379087,55.6562075,40.09482014,39.56008089,13.03840481,5.193648842,5,27.89044501,28.51501701,nan,nan,0.110819922,0.00499392,nan,0.017061171,-0.004773911,0.003547021,0.06449155,-0.004695848,0.005825571,-0.000759871,0.000450945,0.002629378,-0.000721798,0.000463933,71.81357695,115.7401154,0.934994583,863,15280,353078,9283432,13732,255841,5963665,156399427,266534,5020799,115554707,2981281241,1,1,1119.705678,1378.911935,0,15,5,2,3,72.35534006
1,16,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1132,1824,630,1437,592,1389,607.6431095,1414.143993,1132,2.46E-12,97003.81625,288042.6674,-6.14E-12,55490.17314,49781.20133,8942400.117,152795.5292,-308268.7424,10904439.91,-17059166.77,1.36878607,1232,0.815000406,37.96455142,1,0.620614035,0.730574355,0.194938869,0.009396411,0.001004336,9.97E-05,1.83E-08,5.13E-06,2.57E-08,165.2006582,55.47014165,85.69241719,-49.01958758,-49.01958758,134.9783826,51.41216326,49.40647731,14.14213562,5.505794654,5,30.38528405,29.79131193,nan,nan,0.075700015,0.006680989,nan,0.043303523,0.001154647,0.006164741,0.119238854,-0.007150122,0.007517338,-0.000349539,-0.011129315,0.009966653,-0.000996928,0.001114174,31.65527179,139.5391052,0.918831169,1132,17708,374012,9173636,28463,500740,11190014,282676918,868469,16067776,364915250,9268763338,1,1,607.6431095,1414.143993,0,16,11,6,5,356.8355753
1,17,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1037,1296,1890,1465,1854,1429,1870.856316,1445.727097,1037,0,86515.59113,35604.7176,2.12E-12,-10475.66249,-75585.19134,-2120802.748,88961.76856,-23499.21791,6205178.841,142253.0911,1.181511022,1088,0.463266688,36.3366125,1,0.800154321,0.846373822,0.163178741,0.000384758,8.01E-05,2.25E-07,5.13E-13,4.31E-09,-8.03E-13,94.77869013,74.43766444,83.42872819,10.10189247,10.10189247,85.78762639,38.94173907,40.60788101,16.1245155,5.930798125,5.099019514,33.71245188,34.51090597,nan,nan,0.080452004,0.00102816,nan,-0.009741459,-0.002182679,-0.001901796,0.082726737,-0.000678589,0.005564396,3.96E-06,0.001862622,-0.001455736,-0.00018722,-0.000226831,-41.67028352,124.0832611,0.953125,1037,17480,381164,9377294,17346,281914,5947020,141982324,379110,6016444,122994830,2846157982,1,1,1870.856316,1445.727097,0,17,37,32,7,831.5655955
1,18,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,881,1680,1224,1501,1176,1466,1197.482406,1483.012486,881,-2.60E-12,151361.9773,360908.1558,-4.54E-12,-61168.30647,-225119.4773,-17677271.82,55694.86266,21482.84988,11623498.69,43289145.17,1.776100688,1031,0.925834593,33.49214891,1,0.524404762,0.563031143,0.266770477,0.040035536,0.001190029,0.00032564,2.03E-07,6.48E-05,-4.27E-09,205.6515203,29.37326971,171.8070117,69.43054083,69.43054083,63.21777827,57.36222035,52.15361924,11,4.190729784,4,23.70232056,21.67884488,nan,nan,0.195013634,0.015665957,nan,-0.078808786,-0.009771771,-0.025851605,0.071756843,0.000932507,0.016998443,0.002132865,0.002691446,-0.01236506,-0.000960575,-0.00390278,-64.01268679,140.2253967,0.854510184,881,18926,557938,18849998,14988,260810,6638708,203813348,310678,4614344,102650166,2853381482,1,1,1197.482406,1483.012486,0,18,7,2,7,119.840622
1,19,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1276,1620,1572,1588,1527,1552,1549.203762,1568.675549,1276,5.27E-12,174537.0219,37617.29513,3.18E-12,-26133.64263,-115809.9544,-6195547.137,102213.6771,535.1974135,11504294.97,9202570.224,1.159034118,1316,0.698307885,40.30699268,1,0.787654321,0.862787372,0.169975911,0.003003645,4.89E-05,1.43E-06,1.02E-12,1.69E-08,-1.19E-11,143.4105558,73.47870677,136.7845,20.48091115,20.48091115,80.10476263,47.90165856,46.87216658,16.1245155,6.503165679,6,32.19763663,34.28788865,nan,nan,0.107197884,0.000646786,nan,-0.016050871,-0.00199122,-0.002982137,0.062778027,9.20E-06,0.005537427,0.000124003,0.000993559,-0.002487716,-0.000147471,-0.000382262,-72.07238738,136.3259018,0.969604863,1276,28332,803614,25631628,21278,446318,12124364,374859452,457036,9276868,242816870,7269690070,1,1,1549.203762,1568.675549,0,19,5,3,2,170.1248942
1,20,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1302,1870,1443,1695,1409,1640,1426.84255,1668.903226,1302,1.35E-12,87338.72273,-134403.4521,1.11E-11,-44723.83871,47951.71438,-6097353.459,242947.8065,346933.8438,13249899.29,19032745.81,1.341019964,1375,0.839154147,40.71557303,1,0.696256684,0.745701054,0.19483586,0.011210247,0.00047532,6.35E-05,1.06E-08,6.24E-06,3.00E-09,195.7650194,57.91127027,67.08043221,34.35010654,34.35010654,186.5958575,55.96642128,54.91812087,15.5241747,5.934619924,5.385164807,31.39366436,30.43978194,nan,nan,0.051521069,-0.002197268,nan,-0.02638257,0.000783929,-0.002762539,0.143314791,0.005671778,0.006003156,0.000238981,-0.007953342,-0.007508691,-0.000365537,-0.000609439,-14.94563948,148.1248917,0.946909091,1302,23231,501839,11936375,37632,626727,12956743,298754745,1330634,21503511,432723115,9737975805,1,1,1426.84255,1668.903226,0,20,8,3,7,110.8111846
1,21,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1210,1720,1583,1681,1540,1641,1559.254545,1659.142975,1210,-1.10E-13,128157.6,277824.24,2.74E-12,-26289.03636,-254390.0592,-6821108.648,119902.2653,-90308.51192,9037549.942,13417990.87,1.235341638,1291,0.594394556,39.25073056,1,0.703488372,0.809492669,0.169428226,0.001321431,0.000531704,1.37E-05,1.83E-10,-3.20E-08,1.16E-09,124.4967278,80.5114253,105.9153719,21.72647633,21.72647633,99.09278123,44.63124069,46.22769733,16.55294536,6.176199214,5.521009528,35,35.89126363,nan,nan,0.087533365,0.00545515,nan,-0.017955766,-0.004995014,-0.003850338,0.081894861,-0.001773231,0.005101461,0.00021774,0.00540139,-0.002378959,-0.000162781,-0.00039643,-49.46160801,137.0538239,0.93725794,1210,23298,576750,16318116,21953,396406,9197204,245304574,518195,8933378,193894024,4820641058,1,1,1559.254545,1659.142975,0,21,26,20,8,730.6244684
1,22,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,1138,1681,76,1707,35,1666,53.33831283,1686.381371,1138,-1.39E-12,124938.7496,243345.789,3.21E-12,15757.17223,-198419.3749,1458693.399,97122.48506,-214214.4301,7998260.865,-25571873.44,1.295755224,1235,0.564205364,38.06503122,1,0.676977989,0.771750699,0.171470031,0.001053519,0.000598143,2.07E-05,-1.98E-09,-5.71E-07,1.17E-09,116.0350291,79.09786604,109.7880049,-13.84637279,-13.84637279,85.34489021,43.0878227,42.54409477,15.23154621,5.816720155,5.099019514,34.41009728,35.57479243,nan,nan,0.096474521,0.005570167,nan,0.012167287,-0.004541804,0.000989777,0.07499551,-0.004903352,0.005427112,-0.000514357,4.41E-05,0.003098115,-0.000767722,0.000317298,65.71668256,136.1248917,0.92145749,1138,20869,507641,14134957,23194,441096,10725920,294529578,569848,10878142,259146974,6931463236,1,1,53.33831283,1686.381371,0,22,10,5,5,188.4386024
1,23,file:///J:/Ellen/juv_mg_morphology_analysis/juv_tiff_processed/121-1-5_slice1.tif,0,121-1-5,TdT,0,slice1.tif,951,1332,258,1724,221,1688,239.7171399,1706.452156,951,-5.08E-13,75402.91062,-60624.04215,7.07E-13,-11356.37014,63525.21647,-2452513.271,72621.57308,24580.43777,3994805.586,-1538700.043,1.181202237,1001,0.517471027,34.7972816,1,0.713963964,0.846595078,0.163671296,0.000640149,0.000104937,1.68E-06,1.35E-11,9.69E-09,1.76E-11,89.85640779,65.79499463,79.28802379,11.94150382,11.94150382,76.36337863,37.91704794,38.60051813,15.23154621,5.691449424,5,31.6,32.44564553,nan,nan,0.083373316,-0.00217367,nan,-0.012556786,0.002277691,-0.002851477,0.08029798,0.00088133,0.004644662,-5.80E-05,-0.002207253,-0.001280142,0.000210523,-0.000265112,-48.49075943,118.8111832,0.95004995,951,17800,408568,10409254,17548,317092,7177368,181252216,396420,7025330,156122322,3869627486,1,1,239.7171399,1706.452156,0,23,14,11,4,377.9482731
